t,state,x,y,z,qw,qx,qy,qz,vx,vy,vz,fx,fy,fz
307.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
307.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
307.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
307.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
307.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
307.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
307.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
307.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
308.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
308.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
308.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
308.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
308.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
308.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
308.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
308.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
308.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
308.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
309.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
309.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
309.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
309.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
309.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
309.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
309.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
309.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
309.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
309.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
310.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
310.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
310.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
310.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
310.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
310.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
310.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
310.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
310.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
310.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
311.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
311.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
311.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
311.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
311.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
311.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
311.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
311.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
311.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
311.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
312.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
312.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
312.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
312.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
312.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
312.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
312.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
312.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
312.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
312.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
313.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
313.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
313.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
313.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
313.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
313.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
313.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
313.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
313.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
313.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
314.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
314.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
314.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
314.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
314.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
314.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
314.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
314.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
314.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
314.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
315.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
315.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
315.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
315.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
315.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
315.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
315.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
315.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
315.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
315.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
316.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
316.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
316.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
316.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
316.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
316.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
316.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
316.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
316.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
316.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
317.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
317.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
317.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
317.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
317.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
317.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
317.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
317.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
317.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
317.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
318.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
318.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
318.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
318.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
318.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
318.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
318.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
318.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
318.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
318.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
319.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
319.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
319.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
319.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
319.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
319.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
319.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
319.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
319.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
319.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
320.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
320.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
320.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
320.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
320.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
320.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
320.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
320.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
320.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
320.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
321.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
321.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
321.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
321.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
321.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
321.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
321.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
321.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
321.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
321.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
322.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
322.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
322.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
322.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
322.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
322.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
322.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
322.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
322.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
322.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
323.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
323.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
323.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
323.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
323.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
323.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
323.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
323.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
323.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
323.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
324.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
324.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
324.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
324.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
324.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
324.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
324.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
324.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
324.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
324.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
325.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
325.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
325.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
325.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
325.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
325.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
325.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
325.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
325.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
325.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
326.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
326.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
326.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
326.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
326.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
326.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
326.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
326.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
326.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
326.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
327.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
327.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
327.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
327.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
327.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
327.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
327.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
327.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
