t,state,x,y,z,qw,qx,qy,qz,vx,vy,vz,fx,fy,fz
141.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
142.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
142.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
142.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
142.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
142.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
142.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
142.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
142.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
142.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
142.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
143.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
143.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
143.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
143.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
143.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
143.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
143.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
143.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
143.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
143.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
144.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
144.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
144.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
144.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
144.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
144.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
144.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
144.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
144.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
144.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
145.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
145.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
145.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
145.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
145.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
145.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
145.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
145.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
145.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
145.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
146.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
146.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
146.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
146.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
146.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
146.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
146.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
146.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
146.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
146.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
147.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
147.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
147.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
147.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
147.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
147.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
147.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
147.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
147.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
147.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
148.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
148.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
148.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
148.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
148.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
148.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
148.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
148.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
148.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
148.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
149.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
149.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
149.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
149.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
149.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
149.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
149.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
149.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
149.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
149.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
150.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
150.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
150.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
150.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
150.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
150.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
150.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
150.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
150.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
150.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
151.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
151.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
151.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
151.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
151.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
151.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
151.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
151.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
151.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
151.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
152.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
152.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
152.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
152.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
152.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
152.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
152.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
152.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
152.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
152.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
153.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
153.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
153.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
153.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
153.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
153.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
153.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
153.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
153.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
153.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
154.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
154.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
154.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
154.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
154.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
154.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
154.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
154.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
154.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
154.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
155.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
155.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
155.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
155.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
155.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
155.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
155.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
155.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
155.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
155.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
156.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
156.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
156.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
156.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
156.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
156.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
156.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
156.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
156.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
156.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
157.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
157.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
157.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
157.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
157.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
157.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
157.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
157.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
157.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
157.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
158.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
158.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
158.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
158.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
158.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
158.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
158.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
158.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
158.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
158.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
159.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
159.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
159.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
159.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
159.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
159.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
159.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
159.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
159.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
159.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
160.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
160.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
160.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
160.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
160.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
160.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
160.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
160.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
160.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
160.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
161.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
161.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
161.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
161.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
161.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
161.595,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
161.695,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
161.795,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
161.895,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
161.995,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
162.095,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
162.195,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,0.0,0.0,-0.0,0.0,0.0,0.0
162.295,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
162.395,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
162.495,LANDED,3.987,3.996,0.133,-0.9964,0.0,-0.0,-0.0842,-0.0,0.0,-0.0,0.0,0.0,0.0
